fname,labels
2844d66f.wav,Child_speech_and_kid_speaking
284634d3.wav,Bark
2847a09b.wav,Stream
284991fe.wav,Sigh
284b39ef.wav,Chirp_and_tweet
2856e756.wav,Car_passing_by
2858707b.wav,Burping_and_eructation
2859f4b9.wav,Church_bell
28710bef.wav,Crackle
287fcee9.wav,Printer
2882f87f.wav,Bass_guitar
2883b626.wav,Acoustic_guitar
288ba073.wav,Race_car_and_auto_racing
289bba34.wav,Chewing_and_mastication
28a86dd4.wav,Scissors
28c23268.wav,Meow
28c5265e.wav,"Squeak,Chirp_and_tweet"
28cb8b10.wav,Child_speech_and_kid_speaking
28cd6c24.wav,Marimba_and_xylophone
28d16a7d.wav,Bark
28dc5d51.wav,Bass_drum
28f1b0c9.wav,Chewing_and_mastication
28fe2649.wav,Keys_jangling
290a7931.wav,Walk_and_footsteps
292dec43.wav,Church_bell
29487b65.wav,"Acoustic_guitar,Strum"
297bb25b.wav,Bass_drum
2986c0b6.wav,Drawer_open_or_close
298b136c.wav,Male_speech_and_man_speaking
299a95ba.wav,Cupboard_open_or_close
299ac495.wav,"Cricket,Buzz"
29b9ad45.wav,Hiss
29c3d13b.wav,Chewing_and_mastication
29d3717c.wav,Whispering
29ec489b.wav,Hiss
29f37eca.wav,Harmonica
2a010af0.wav,Knock
2a012210.wav,Bicycle_bell
2a0260fd.wav,"Raindrop,Drip"
2a0c0987.wav,Purr
2a10a3cb.wav,Printer
2a1a1c6d.wav,Harmonica
2a1d4273.wav,"Screaming,Yell"
2a24917c.wav,Sneeze
2a282c7e.wav,Meow
2a299b2f.wav,Harmonica
2a3093d4.wav,Bass_drum
2a3970a8.wav,Hiss
2a4385f4.wav,Marimba_and_xylophone
2a5046de.wav,Tap
2a5d34c8.wav,Computer_keyboard
2a5db8ac.wav,Accordion
2a72d742.wav,Bass_guitar
2a9806d4.wav,Bus
2a9835a8.wav,Stream
2a9feff0.wav,"Squeak,Walk_and_footsteps"
2aca030b.wav,Microwave_oven
2ada1136.wav,Hi-hat
2adeca51.wav,Computer_keyboard
2ae58761.wav,Chewing_and_mastication
2ae9e186.wav,Keys_jangling
2b010ddd.wav,Mechanical_fan
2b05accf.wav,Printer
2b558f72.wav,Bass_drum
2b575ff7.wav,Waves_and_surf
2b5d45da.wav,Tick-tock
2b715dfa.wav,Tap
2b7f1b91.wav,Hi-hat
2b826103.wav,Waves_and_surf
2b8f57c3.wav,Purr
2b960078.wav,Yell
2b979eaf.wav,"Sink_(filling_or_washing),Water_tap_and_faucet"
2b9d92b9.wav,Cupboard_open_or_close
2be22ea9.wav,Tick-tock
2c13c394.wav,"Acoustic_guitar,Strum"
2c14a6dc.wav,Church_bell
2c1c3fe0.wav,"Tap,Dishes_and_pots_and_pans"
2c2383b1.wav,Tick-tock
2c28c5e6.wav,Screaming
2c391405.wav,Sigh
2c40f9de.wav,Cricket
2c47750e.wav,"Fart,Drawer_open_or_close"
2c4c8c2e.wav,Marimba_and_xylophone
2c58c81e.wav,Squeak
2c5909c0.wav,Hi-hat
2c5b7b79.wav,Electric_guitar
2c65439d.wav,Sneeze
2c6d5066.wav,Gasp
2c8fb11f.wav,Male_singing
2cac02f7.wav,Printer
2cbbabea.wav,Drawer_open_or_close
2cd16d67.wav,Chewing_and_mastication
2cd72b9e.wav,Church_bell
2cdeefc3.wav,Trickle_and_dribble
2ce15a90.wav,Screaming
2ce5262c.wav,Finger_snapping
2cea52ef.wav,Toilet_flush
2d09ce52.wav,Knock
2d1b8677.wav,Bicycle_bell
2d355786.wav,Cutlery_and_silverware
2d52fd96.wav,Screaming
2d55b8bb.wav,Tick-tock
2d5940e9.wav,Fart
2d661014.wav,Drawer_open_or_close
2d6d9427.wav,Motorcycle
2d85ba58.wav,Fart
2d8b78aa.wav,Accordion
2da03489.wav,"Applause,Crowd,Clapping"
2da75f59.wav,Slam
2daf02d6.wav,Microwave_oven
2db2b9e8.wav,Finger_snapping
2ddccd97.wav,Child_speech_and_kid_speaking
2de86075.wav,Printer
2e15ebbf.wav,Fart
2e1fcab9.wav,Sigh
2e35d1ae.wav,Skateboard
2e4cf1cc.wav,Harmonica
2e5ae9c3.wav,Knock
2e5fa425.wav,Cupboard_open_or_close
2e607277.wav,Shatter
2e636265.wav,Buzz
2e7721b1.wav,Drawer_open_or_close
2e8763ab.wav,Keys_jangling
2e906a57.wav,"Meow,Purr"
2e916ab6.wav,Fart
2e91c90e.wav,Run
2ea1be26.wav,Tap
2ea548d1.wav,Female_singing
2ea595d6.wav,Burping_and_eructation
2eaf420a.wav,Bass_guitar
2eb0e436.wav,"Cutlery_and_silverware,Dishes_and_pots_and_pans"
2ebd9ef1.wav,Gasp
2ecc2d2b.wav,Marimba_and_xylophone
2ed2ec39.wav,Glockenspiel
2edfcda8.wav,Female_singing
2f196dda.wav,Electric_guitar
2f1c4765.wav,Gong
2f2b8620.wav,Gasp
2f31e0ed.wav,Trickle_and_dribble
2f3750d3.wav,Gong
2f4e8bd6.wav,Bathtub_(filling_or_washing)
2f5c33bd.wav,Male_speech_and_man_speaking
2f77fa88.wav,Screaming
2fa4f9d5.wav,Chink_and_clink
2fad35e9.wav,"Applause,Crowd,Cheering"
2fb512a0.wav,"Race_car_and_auto_racing,Accelerating_and_revving_and_vroom"
2fb7b4d4.wav,"Raindrop,Drip"
2fbad369.wav,Drawer_open_or_close
2fcba750.wav,Meow
2ff16998.wav,Bus
2ffda273.wav,Finger_snapping
30180329.wav,Scissors
303f67ff.wav,Zipper_(clothing)
304ad67c.wav,Church_bell
30662e2a.wav,Skateboard
308a0b39.wav,Chewing_and_mastication
308eb701.wav,Female_singing
30965e0c.wav,"Female_speech_and_woman_speaking,Yell"
30a466c4.wav,"Squeak,Walk_and_footsteps"
30ad0819.wav,Bicycle_bell
30c604bf.wav,Chewing_and_mastication
30d1af01.wav,"Toilet_flush,Gurgling"
30d491da.wav,"Applause,Crowd,Cheering"
30d548d8.wav,Tap
30d5acc2.wav,Microwave_oven
30d80624.wav,"Cutlery_and_silverware,Dishes_and_pots_and_pans"
30dd6890.wav,Hiss
30e8ee66.wav,Gong
30f12863.wav,"Race_car_and_auto_racing,Accelerating_and_revving_and_vroom"
30f76c58.wav,"Tap,Bass_drum"
3106bea1.wav,Electric_guitar
3107ff15.wav,Writing
310ef563.wav,Skateboard
31125142.wav,Tick-tock
3127fec6.wav,"Gurgling,Chink_and_clink"
31316263.wav,Shatter
313917ac.wav,Glockenspiel
3143949f.wav,Glockenspiel
31536ab1.wav,Writing
31547eee.wav,Male_speech_and_man_speaking
31576783.wav,"Female_singing,Male_singing"
316e7a54.wav,Drawer_open_or_close
3171318d.wav,Drawer_open_or_close
3174cb9c.wav,"Dishes_and_pots_and_pans,Chink_and_clink"
319b8046.wav,Bass_drum
31a0f9cc.wav,Clapping
31a446df.wav,Chewing_and_mastication
31a5e443.wav,Gurgling
31f08089.wav,Glockenspiel
31fbbf4b.wav,Tick-tock
32007366.wav,Whispering
321564ac.wav,"Squeak,Walk_and_footsteps"
3218a0e2.wav,Squeak
3224e1b8.wav,Bicycle_bell
322988c5.wav,"Toilet_flush,Gurgling"
323fe68f.wav,Finger_snapping
324e0ee0.wav,Fart
32671dff.wav,Run
3281e695.wav,Buzz
328626b4.wav,Cricket
32995dc6.wav,Clapping
32adc9b1.wav,Sigh
32b3d1cc.wav,Marimba_and_xylophone
32c6b83e.wav,"Raindrop,Drip"
32c9e0c6.wav,Chewing_and_mastication
32cd6d2d.wav,Car_passing_by
32d251d2.wav,Stream
32d6fe75.wav,Bicycle_bell
32e9ea46.wav,Bass_drum
32ec2454.wav,Computer_keyboard
3315ec7f.wav,Bark
3325a5b5.wav,Waves_and_surf
3327b9be.wav,Hi-hat
3342ee9c.wav,Walk_and_footsteps
3344171c.wav,"Race_car_and_auto_racing,Accelerating_and_revving_and_vroom"
3344bb35.wav,Writing
33542424.wav,Cricket
33775c43.wav,Drawer_open_or_close
33812019.wav,Bathtub_(filling_or_washing)
3382eef3.wav,Bathtub_(filling_or_washing)
338e278d.wav,Computer_keyboard
339fcfb6.wav,Cricket
33afc5ae.wav,Stream
33b4d669.wav,Clapping
33b91bd3.wav,Child_speech_and_kid_speaking
33c04154.wav,Computer_keyboard
33dc513c.wav,Clapping
33e4d8ce.wav,"Dishes_and_pots_and_pans,Chink_and_clink"
33eb501f.wav,Marimba_and_xylophone
34089eb9.wav,Glockenspiel
340ba680.wav,Knock
3419437d.wav,Bicycle_bell
3426759f.wav,Gong
343d0e27.wav,"Drip,Water_tap_and_faucet"
344bc484.wav,Gong
344e6e11.wav,Bicycle_bell
345576c7.wav,Cupboard_open_or_close
34598934.wav,Slam
3459e6a9.wav,Yell
34621bd4.wav,Purr
3467e392.wav,Female_speech_and_woman_speaking
3469acad.wav,Purr
34710500.wav,Drawer_open_or_close
3471f18a.wav,Finger_snapping
34746b28.wav,Marimba_and_xylophone
34796367.wav,Waves_and_surf
347aa821.wav,"Meow,Clapping"
3486599b.wav,Chewing_and_mastication
3487b200.wav,Church_bell
34914bc9.wav,Zipper_(clothing)
34947dc4.wav,Bus
349ef2c4.wav,Bicycle_bell
34a9dfff.wav,Writing
34cb4362.wav,Skateboard
34ce2dee.wav,Gong
34d26a2e.wav,Zipper_(clothing)
34eb1147.wav,Whispering
34fc5bb9.wav,Computer_keyboard
34fffe67.wav,Female_speech_and_woman_speaking
3520f2f0.wav,"Cheering,Yell"
35564ade.wav,Microwave_oven
35611d3d.wav,Fill_(with_liquid)
359068cb.wav,Cupboard_open_or_close
35badf6d.wav,Bicycle_bell
35cb2141.wav,Gong
35cd3f3d.wav,Keys_jangling
35d474fc.wav,Skateboard
35f6177e.wav,"Acoustic_guitar,Strum"
35f9b702.wav,"Acoustic_guitar,Strum"
35fc9107.wav,Waves_and_surf
3604ec18.wav,"Hi-hat,Bass_drum"
361324b5.wav,Male_singing
3614bc28.wav,Tick-tock
362625bc.wav,Traffic_noise_and_roadway_noise
36378bf3.wav,Chewing_and_mastication
36399edc.wav,Electric_guitar
3639ed84.wav,Chirp_and_tweet
36409784.wav,Mechanical_fan
364e3fcc.wav,Bark
3674f6d5.wav,Scissors
368e95b1.wav,Child_speech_and_kid_speaking
36927842.wav,Shatter
369b3817.wav,Knock
36a0754b.wav,Sigh
36b9f34b.wav,Drawer_open_or_close
36bf9b0b.wav,Fart
36cb79d1.wav,Whispering
36d19e04.wav,Chink_and_clink
36d1f8e5.wav,Scissors
36d42451.wav,Hi-hat
36d91ca6.wav,"Toilet_flush,Gurgling"
36eed53b.wav,Burping_and_eructation
36f0c25c.wav,Harmonica
36fa2ff4.wav,Motorcycle
37010ae4.wav,Female_speech_and_woman_speaking
3703ccec.wav,Burping_and_eructation
372b2573.wav,Walk_and_footsteps
3730db37.wav,Whispering
3741da3c.wav,Fill_(with_liquid)
374aa08b.wav,Shatter
37647aca.wav,Chewing_and_mastication
3780e6b9.wav,Purr
378b39f6.wav,"Acoustic_guitar,Strum"
378bf710.wav,Frying_(food)
378c1422.wav,Accelerating_and_revving_and_vroom
379e6df8.wav,Hiss
37acc887.wav,Tap
37b06275.wav,Traffic_noise_and_roadway_noise
37b40c62.wav,Waves_and_surf
37b6319b.wav,Hiss
37ba0080.wav,Mechanical_fan
37bb17f8.wav,"Acoustic_guitar,Strum"
37cf0d4e.wav,Burping_and_eructation
37cf5cbe.wav,Mechanical_fan
37cfbaaa.wav,Knock
37dba7fa.wav,Marimba_and_xylophone
37e820ce.wav,Printer
37e8f4a1.wav,Writing
37ef9020.wav,Shatter
37f3f81d.wav,Chirp_and_tweet
380fc4c1.wav,Tick-tock
381174f0.wav,Fart
381aa551.wav,Meow
384fed5b.wav,Bass_guitar
385b1b1e.wav,Cricket
38637ad6.wav,Bathtub_(filling_or_washing)
386c7190.wav,Cutlery_and_silverware
38828531.wav,Gong
388dffee.wav,Gong
38a3568d.wav,Crackle
38a9c62a.wav,Knock
38b700ca.wav,"Applause,Crowd,Cheering"
38c37c96.wav,Child_speech_and_kid_speaking
38e5a075.wav,Computer_keyboard
38f2dc06.wav,Chirp_and_tweet
3906380b.wav,Screaming
3913fde9.wav,Male_speech_and_man_speaking
392df6ff.wav,Car_passing_by
39366814.wav,Hi-hat
393ad29d.wav,Mechanical_fan
394963a7.wav,Church_bell
3953b128.wav,Writing
39570b76.wav,Motorcycle
39720261.wav,Chink_and_clink
3989275f.wav,Male_speech_and_man_speaking
398b4803.wav,Clapping
398db0e3.wav,Hi-hat
3990995b.wav,Meow
3997ccc6.wav,Hi-hat
399a406d.wav,Microwave_oven
39b4260a.wav,Male_singing
39b978bb.wav,Female_singing
39bf957a.wav,Chink_and_clink
39d4d36e.wav,Fart
39e7f321.wav,Whispering
39faef00.wav,Toilet_flush
39fd3bd4.wav,Computer_keyboard
3a087c0a.wav,Bark
3a16fde2.wav,Computer_keyboard
3a219fe0.wav,Fart
3a2ad750.wav,Cricket
3a3e452e.wav,"Male_speech_and_man_speaking,Whispering"
3a4f2cf5.wav,"Drip,Trickle_and_dribble"
3a52204e.wav,"Race_car_and_auto_racing,Accelerating_and_revving_and_vroom"
3a6ab1b4.wav,Run
3a6d15a2.wav,Chewing_and_mastication
3a791894.wav,Cupboard_open_or_close
3a8643c3.wav,Stream
3a8bcc90.wav,Fart
3a98758e.wav,Traffic_noise_and_roadway_noise
3aa9a677.wav,Mechanical_fan
3aac655d.wav,Bus
3ac1bcfe.wav,Scissors
3acc9ed7.wav,Glockenspiel
3ae96476.wav,Chink_and_clink
3aea7186.wav,Printer
3aece46c.wav,Male_speech_and_man_speaking
3b1a1a3d.wav,Gurgling
3b1d5779.wav,"Acoustic_guitar,Strum"
3b1ed95a.wav,Bark
3b2cd366.wav,Male_singing
3b73fd22.wav,Purr
3b75623e.wav,Buzz
3b7f68d1.wav,Bus
3b7fcb50.wav,Sneeze
3b9a8461.wav,Writing
3bde3fc9.wav,Male_speech_and_man_speaking
3c0fb161.wav,Bass_drum
3c13f5cd.wav,"Bark,Cricket,Buzz"
3c27b7f8.wav,Drawer_open_or_close
3c3dc6b1.wav,Yell
3c466c35.wav,Hi-hat
3c481290.wav,Buzz
3c49ad93.wav,Child_speech_and_kid_speaking
3c4cc19c.wav,Mechanical_fan
3c4f5649.wav,Female_singing
3c4f8838.wav,"Drip,Sink_(filling_or_washing)"
3c5650d0.wav,Male_singing
3c58929e.wav,Male_speech_and_man_speaking
3c65185e.wav,Toilet_flush
3c6e926f.wav,Female_singing
3c7634d6.wav,"Electric_guitar,Bass_guitar"
3c77bf5a.wav,Child_speech_and_kid_speaking
3c7b4aaa.wav,Sneeze
3c80e3c8.wav,Chewing_and_mastication
3caae121.wav,Gong
3cba10bc.wav,Run
3cdb1157.wav,"Sink_(filling_or_washing),Water_tap_and_faucet"
3ce0ce88.wav,Printer
3ce6cc14.wav,Stream
3d08064e.wav,Male_singing
3d1b2f47.wav,Skateboard
3d1bb887.wav,Female_singing
3d20b39e.wav,Writing
3d3a1c62.wav,Burping_and_eructation
3d43b112.wav,Skateboard
3d507c08.wav,Mechanical_fan
3d61d9f7.wav,Traffic_noise_and_roadway_noise
3d8da97d.wav,Hiss
3d940eb3.wav,Bass_drum
3da4166f.wav,Car_passing_by
3da80f0f.wav,Crowd
3dc0832c.wav,Skateboard
3dc90501.wav,Chink_and_clink
3dd4bc95.wav,"Meow,Purr"
3dde2b0f.wav,Hiss
3de5d57e.wav,Male_speech_and_man_speaking
3e1ad3bf.wav,Squeak
3e24177a.wav,Microwave_oven
3e405d2e.wav,"Raindrop,Drip,Water_tap_and_faucet"
3e46ed60.wav,Church_bell
3e4f3830.wav,Tick-tock
3e57adac.wav,Squeak
3e5960be.wav,Female_speech_and_woman_speaking
3e5a4299.wav,"Shatter,Chink_and_clink"
3e5f51da.wav,Buzz
3e7ce94d.wav,Burping_and_eructation
3e81e88f.wav,Yell
3ea8aa02.wav,Gong
3ea9115c.wav,"Tap,Dishes_and_pots_and_pans"
3ec4b96e.wav,Buzz
3ec7ee97.wav,Marimba_and_xylophone
3ed11238.wav,Meow
3ed445a9.wav,"Applause,Cheering"
3ede79fd.wav,Car_passing_by
3eedcd21.wav,Drawer_open_or_close
3ef9c96c.wav,"Applause,Cheering,Clapping"
3efd8162.wav,Skateboard
3f02bd43.wav,Writing
3f07bf09.wav,Cricket
3f182c1a.wav,Stream
3f32d7cb.wav,Printer
3f33b300.wav,Microwave_oven
3f4475e2.wav,Stream
3f5178d0.wav,Computer_keyboard
3f53058e.wav,"Acoustic_guitar,Strum"
3f67f9f3.wav,Knock
3f7d5cae.wav,Bark
3f94b21f.wav,Bass_guitar
3fbc6316.wav,Stream
3fc99b73.wav,Bass_drum
3fca0e1c.wav,Crackle
3fcb1ffc.wav,"Female_singing,Male_singing"
3fe00271.wav,"Race_car_and_auto_racing,Accelerating_and_revving_and_vroom"
3fec15a0.wav,Zipper_(clothing)
3ff8b27b.wav,Gong
4007179f.wav,Bass_guitar
4012be67.wav,Bark
401f669f.wav,Microwave_oven
4026a563.wav,Fart
4032ef77.wav,Accelerating_and_revving_and_vroom
403b8889.wav,Buzz
406ab1e3.wav,Scissors
406c96bf.wav,Toilet_flush
40724389.wav,Bass_guitar
407b5e3e.wav,Accordion
408dfb58.wav,Zipper_(clothing)
4093520e.wav,Female_speech_and_woman_speaking
4095adee.wav,Bass_drum
40988301.wav,Waves_and_surf
409ba0bc.wav,"Cutlery_and_silverware,Dishes_and_pots_and_pans,Chink_and_clink"
409ec2a0.wav,Waves_and_surf
40aad8ac.wav,Burping_and_eructation
40b23707.wav,Writing
40d7ed05.wav,Bass_guitar
40d9de68.wav,Bicycle_bell
40dc6281.wav,Male_speech_and_man_speaking
40f0736f.wav,Stream
40f18695.wav,"Female_speech_and_woman_speaking,Whispering"
410606c4.wav,Car_passing_by
411e6280.wav,Harmonica
41249a54.wav,Bark
412c28dd.wav,Hi-hat
4135043f.wav,"Traffic_noise_and_roadway_noise,Bus"
4170112a.wav,Bark
4192f983.wav,Drawer_open_or_close
4196347d.wav,Microwave_oven
41a1020e.wav,Shatter
41b8b3d8.wav,Printer
41c7e36e.wav,Drawer_open_or_close
41d11012.wav,Female_speech_and_woman_speaking
41d42589.wav,Zipper_(clothing)
41f64168.wav,"Dishes_and_pots_and_pans,Chink_and_clink"
4202d212.wav,Computer_keyboard
42126f20.wav,Church_bell
421e57fa.wav,Screaming
42331de0.wav,Chirp_and_tweet
423368de.wav,Burping_and_eructation
423ae14c.wav,Microwave_oven
4240b35e.wav,Bass_guitar
4262fa88.wav,Church_bell
426cb55c.wav,Accelerating_and_revving_and_vroom
4287c036.wav,Car_passing_by
42b54c74.wav,Child_speech_and_kid_speaking
42bafdf4.wav,"Sink_(filling_or_washing),Water_tap_and_faucet"
42d9173e.wav,Zipper_(clothing)
42e1e2b4.wav,Sneeze
42e61cab.wav,Waves_and_surf
42f15be9.wav,Chirp_and_tweet
42f22ad2.wav,Shatter
431be598.wav,Sneeze
43348c06.wav,Buzz
4336a42b.wav,Gurgling
435bfe52.wav,Yell
43622fd7.wav,Buzz
43710f80.wav,Tap
43788b3b.wav,Stream
438d1e41.wav,Male_speech_and_man_speaking
43a5d797.wav,Crackle
43a5f024.wav,Gurgling
43b7062e.wav,Waves_and_surf
43ca99e6.wav,Female_singing
43f0ab46.wav,Burping_and_eructation
43f6155d.wav,Motorcycle
43fe64ab.wav,Tick-tock
440c6f21.wav,Bass_drum
442d4560.wav,"Acoustic_guitar,Strum"
443181fc.wav,"Dishes_and_pots_and_pans,Chink_and_clink"
4432449b.wav,Tap
44380267.wav,Car_passing_by
4446b92a.wav,Gong
444d8364.wav,Sigh
445d2862.wav,Fart
44653a74.wav,Gurgling
447197d1.wav,Bicycle_bell
447ffb00.wav,Burping_and_eructation
448b56e8.wav,Screaming
449ad514.wav,Drip
449f323b.wav,Bathtub_(filling_or_washing)
449ffcab.wav,"Crowd,Gasp"
44bf2a5d.wav,Accelerating_and_revving_and_vroom
44d25172.wav,"Race_car_and_auto_racing,Accelerating_and_revving_and_vroom"
44d5a05e.wav,Bass_drum
44d6656a.wav,Knock
44d798d0.wav,Hi-hat
45003415.wav,Cupboard_open_or_close
45056114.wav,Accordion
45073f5f.wav,Waves_and_surf
4530246e.wav,Church_bell
454b1b29.wav,Buzz
455e896e.wav,Screaming
45653d4f.wav,Skateboard
4566ad00.wav,Meow
4576c315.wav,Motorcycle
458f751a.wav,Crackle
45940fd0.wav,Keys_jangling
45a8cdc3.wav,Female_speech_and_woman_speaking
45a8ea88.wav,"Raindrop,Drip"
45ac26b1.wav,Traffic_noise_and_roadway_noise
45c5bfbe.wav,Toilet_flush
45cdfc47.wav,Shatter
45d213a0.wav,Clapping
45d9ce3c.wav,Gurgling
45e2928a.wav,Cupboard_open_or_close
45e821c3.wav,Meow
45f1cd5b.wav,Sneeze
45f302f7.wav,"Race_car_and_auto_racing,Accelerating_and_revving_and_vroom"
46035173.wav,Meow
4607d472.wav,Male_speech_and_man_speaking
46179365.wav,Zipper_(clothing)
46193f19.wav,Knock
461b33a4.wav,Slam
461d7262.wav,Chewing_and_mastication
46210c26.wav,Electric_guitar
463a601a.wav,Bicycle_bell
464e1dad.wav,Shatter
466f4605.wav,"Dishes_and_pots_and_pans,Chink_and_clink"
4670113d.wav,Whispering
467aa648.wav,Race_car_and_auto_racing
468106f3.wav,Bark
469042cc.wav,Waves_and_surf
46947c9b.wav,Crackle
46960f43.wav,Car_passing_by
46a4473e.wav,Shatter
46a4ca3f.wav,Fart
46ac62ce.wav,Sigh
46b9659b.wav,Chirp_and_tweet
46bd52a4.wav,Keys_jangling
46bf7215.wav,Slam
46c1b34c.wav,Buzz
46c4f54d.wav,Squeak
46dc70fc.wav,Zipper_(clothing)
46ebba19.wav,Gasp
4700fa6c.wav,"Dishes_and_pots_and_pans,Chink_and_clink"
47090d8c.wav,Bass_drum
4710de6a.wav,Stream
47147bc4.wav,Hiss
47297c3b.wav,Harmonica
4737e033.wav,Hi-hat
4738a197.wav,"Acoustic_guitar,Strum"
473c5fde.wav,Mechanical_fan
4747e898.wav,Whispering
474c7b25.wav,Knock
475eccb4.wav,Walk_and_footsteps
47626b7a.wav,Frying_(food)
4771c0af.wav,"Sink_(filling_or_washing),Water_tap_and_faucet"
4776db7d.wav,Finger_snapping
477abc09.wav,Harmonica
47810954.wav,Accordion
478d303a.wav,Chink_and_clink
47af9383.wav,Walk_and_footsteps
47b3a2d0.wav,Knock
47b76d15.wav,Keys_jangling
47bd4d53.wav,Buzz
47e60324.wav,Buzz
4806feed.wav,Hiss
481a32f7.wav,Whispering
48257207.wav,Electric_guitar
4829457c.wav,Toilet_flush
483f30a8.wav,Gasp
4855ea7d.wav,Shatter
485d515d.wav,Church_bell
487d9658.wav,Race_car_and_auto_racing
488b6852.wav,Burping_and_eructation
489db4e9.wav,Bark
48a1d811.wav,Trickle_and_dribble
48ccc9b9.wav,Cupboard_open_or_close
48d0b56d.wav,Microwave_oven
48d4d18c.wav,Gong
48d8ca20.wav,Skateboard
48dcaf11.wav,Waves_and_surf
4900f1e4.wav,Run
490d8160.wav,Scissors
4928222b.wav,Screaming
492c192f.wav,"Applause,Cheering"
4948d663.wav,Toilet_flush
4960a784.wav,"Acoustic_guitar,Strum"
4961dbc0.wav,Sneeze
4967eed1.wav,Tap
4976177e.wav,"Electric_guitar,Bass_guitar"
497f13f0.wav,Gong
499c95f6.wav,Finger_snapping
499eb4e5.wav,Keys_jangling
49a9d143.wav,Marimba_and_xylophone
49b4ca41.wav,Frying_(food)
49c38d3f.wav,Bus
49c859d9.wav,Gong
49cb6b39.wav,Slam
49cc7d13.wav,Zipper_(clothing)
49ce52b1.wav,Harmonica
49d01b70.wav,Cricket
49e79860.wav,Traffic_noise_and_roadway_noise
49ef32d9.wav,Male_singing
4a19253c.wav,"Applause,Crowd,Cheering"
4a37b4da.wav,Shatter
4a43ed72.wav,Accelerating_and_revving_and_vroom
4a55d623.wav,Waves_and_surf
4a661ee3.wav,Knock
4a6627f7.wav,Motorcycle
4a670d7b.wav,Writing
4a91e870.wav,Car_passing_by
4ab4d5dc.wav,Motorcycle
4ac27da4.wav,Sneeze
4addd0bc.wav,Accelerating_and_revving_and_vroom
4aeb725a.wav,Shatter
4aebfe38.wav,Female_singing
4af81d1e.wav,Purr
4b027259.wav,Trickle_and_dribble
4b0f609c.wav,Whispering
4b28bfc6.wav,Traffic_noise_and_roadway_noise
4b37d584.wav,Meow
4b3c7b89.wav,Writing
4b481849.wav,"Applause,Cheering"
4b5d4bc7.wav,Skateboard
4b782e2e.wav,Keys_jangling
4b82998e.wav,Car_passing_by
4b8a7ff0.wav,Bicycle_bell
4b9c1780.wav,Toilet_flush
4ba172e3.wav,Frying_(food)
4ba950d2.wav,Raindrop
4bc5780a.wav,Motorcycle
4bcb0d99.wav,Race_car_and_auto_racing
4bd087aa.wav,"Bathtub_(filling_or_washing),Water_tap_and_faucet"
4bd7e10c.wav,Male_speech_and_man_speaking
4bd94899.wav,Burping_and_eructation
4bdc7972.wav,Buzz
4be092c8.wav,Bark
4be944e5.wav,Harmonica
4bed3bf0.wav,Squeak
4bf171d7.wav,Cutlery_and_silverware
4bf343c2.wav,Accordion
4bf370a8.wav,Yell
4c203503.wav,Printer
4c28885e.wav,Knock
4c333ba9.wav,"Drip,Sink_(filling_or_washing),Water_tap_and_faucet"
4c34b491.wav,Harmonica
4c496dff.wav,"Acoustic_guitar,Strum"
4c60a207.wav,Toilet_flush
4c62aeb4.wav,Meow
4c6f231e.wav,Chewing_and_mastication
4c7c0cb1.wav,Cricket
4c7e2b12.wav,Accordion
4c8b7ac2.wav,Tick-tock
4c9be9e8.wav,Crowd
4c9da128.wav,Keys_jangling
4cc90f4a.wav,Race_car_and_auto_racing
4d0303ee.wav,Frying_(food)
4d059a76.wav,Female_singing
4d12f731.wav,Fill_(with_liquid)
4d135390.wav,Bark
4d2a5efe.wav,Accelerating_and_revving_and_vroom
4d3dd409.wav,Printer
4d446817.wav,Gasp
4d446a5e.wav,Gong
4d4530eb.wav,"Squeak,Slam"
4d5661e9.wav,Gong
4d82862d.wav,Church_bell
4d8814af.wav,Bass_guitar
4d9b6328.wav,Bass_drum
4dc347ca.wav,Squeak
4dce77b0.wav,Car_passing_by
4dd23225.wav,"Slam,Microwave_oven"
4de932d0.wav,"Male_speech_and_man_speaking,Female_speech_and_woman_speaking"
4e07b784.wav,Toilet_flush
4e1002e6.wav,Hi-hat
4e14f81a.wav,Walk_and_footsteps
4e1a4f8f.wav,Frying_(food)
4e353d75.wav,"Dishes_and_pots_and_pans,Chink_and_clink"
4e39f39e.wav,Screaming
4e3ca032.wav,Chewing_and_mastication
4e5c0a8a.wav,Bark
4e632322.wav,Gasp
4e667593.wav,Bathtub_(filling_or_washing)
4e6947b6.wav,Traffic_noise_and_roadway_noise
4e69ab99.wav,"Walk_and_footsteps,Traffic_noise_and_roadway_noise"
4e6e8074.wav,Buzz
4e7960cf.wav,"Sink_(filling_or_washing),Water_tap_and_faucet"
4e83f40d.wav,Hi-hat
4e840f58.wav,"Squeak,Slam"
4e892ec0.wav,Writing
4e9a4d1a.wav,"Cutlery_and_silverware,Dishes_and_pots_and_pans"
4eaf1d4c.wav,"Male_speech_and_man_speaking,Walk_and_footsteps"
4eb88ee8.wav,Electric_guitar
4ec897da.wav,Cupboard_open_or_close
4ee3e6ad.wav,Bus
4f222c8b.wav,Keys_jangling
4f238bc1.wav,Whispering
4f246773.wav,Zipper_(clothing)
4f27b418.wav,"Sink_(filling_or_washing),Water_tap_and_faucet"
4f41dadf.wav,Squeak
4f433323.wav,Bass_guitar
4f52ef6a.wav,Bus
4f58089f.wav,Skateboard
4f5962fc.wav,Clapping
4f812cd1.wav,Fill_(with_liquid)
